"","x","y","ymin","ymax","feature"
"1",15.1096774193548,0.825536680773996,0.791308943510175,0.855178077714308,"dateset1"
"2",16.1096774193548,0.825781514730047,0.791792770987395,0.855236205189622,"dateset1"
"3",17.1096774193548,0.826026077505229,0.792270045458295,0.855298619152654,"dateset1"
"4",18.1096774193548,0.826270369196669,0.792740701885626,0.855365385892854,"dateset1"
"5",19.1096774193548,0.826514389902063,0.793204676303003,0.85543657066785,"dateset1"
"6",20.1096774193548,0.826758139719671,0.793661905963133,0.855512237554957,"dateset1"
"7",21.1096774193548,0.827001618748321,0.794112329489908,0.855592449298796,"dateset1"
"8",22.1096774193548,0.827244827087401,0.794555887033867,0.855677267155561,"dateset1"
"9",23.1096774193548,0.827487764836862,0.794992520430466,0.855766750734474,"dateset1"
"10",24.1096774193548,0.827730432097215,0.795422173360537,0.855860957837045,"dateset1"
"11",25.1096774193548,0.827972828969527,0.795844791512253,0.855959944294834,"dateset1"
"12",26.1096774193548,0.828214955555424,0.796260322743885,0.856063763806414,"dateset1"
"13",27.1096774193548,0.828456811957084,0.796668717246562,0.856172467774342,"dateset1"
"14",28.1096774193548,0.828698398277239,0.797069927706202,0.856286105142936,"dateset1"
"15",29.1096774193548,0.828939714619173,0.797463909463774,0.856404722237754,"dateset1"
"16",30.1096774193548,0.829180761086718,0.797850620672956,0.856528362607642,"dateset1"
"17",31.1096774193548,0.829421537784254,0.798230022454303,0.856657066870304,"dateset1"
"18",32.1096774193548,0.829662044816707,0.798602079044939,0.856790872562323,"dateset1"
"19",33.1096774193548,0.829902282289549,0.798966757942843,0.8569298139946,"dateset1"
"20",34.1096774193548,0.830142250308792,0.799324030044775,0.857073922114156,"dateset1"
"21",35.1096774193548,0.830381948980991,0.799673869776866,0.857223224373259,"dateset1"
"22",36.1096774193548,0.83062137841324,0.80001625521698,0.857377744606789,"dateset1"
"23",37.1096774193548,0.830860538713169,0.800351168207926,0.857537502918747,"dateset1"
"24",38.1096774193548,0.831099429988947,0.800678594460671,0.857702515578771,"dateset1"
"25",39.1096774193548,0.831338052349273,0.800998523646753,0.857872794929439,"dateset1"
"26",40.1096774193548,0.831576405903382,0.801310949479147,0.858048349305134,"dateset1"
"27",41.1096774193548,0.831814490761038,0.801615869780913,0.858229182963116,"dateset1"
"28",42.1096774193548,0.832052307032536,0.80191328654104,0.858415296027404,"dateset1"
"29",43.1096774193548,0.832289854828695,0.802203205956985,0.858606684445963,"dateset1"
"30",44.1096774193548,0.832527134260864,0.802485638463495,0.858803339961601,"dateset1"
"31",45.1096774193548,0.832764145440912,0.80276059874743,0.85900525009688,"dateset1"
"32",46.1096774193548,0.833000888481234,0.80302810574837,0.859212398153231,"dateset1"
"33",47.1096774193548,0.833237363494742,0.803288182644933,0.859424763224357,"dateset1"
"34",48.1096774193548,0.833473570594871,0.80354085682684,0.859642320223901,"dateset1"
"35",49.1096774193548,0.83370950989557,0.80378615985285,0.859865039927235,"dateset1"
"36",50.1096774193548,0.833945181511304,0.804024127394827,0.860092889027119,"dateset1"
"37",51.1096774193548,0.834180585557055,0.804254799168292,0.860325830202879,"dateset1"
"38",52.1096774193548,0.834415722148313,0.804478218849921,0.860563822202632,"dateset1"
"39",53.1096774193548,0.834650591401082,0.804694433982555,0.860806819938011,"dateset1"
"40",54.1096774193548,0.834885193431873,0.804903495868349,0.861054774590738,"dateset1"
"41",55.1096774193548,0.835119528357705,0.805105459450809,0.861307633730319,"dateset1"
"42",56.1096774193548,0.835353596296101,0.805300383186512,0.861565341442055,"dateset1"
"43",57.1096774193548,0.835587397365091,0.805488328907359,0.861827838464517,"dateset1"
"44",58.1096774193548,0.835820931683204,0.805669361674295,0.862095062335557,"dateset1"
"45",59.1096774193548,0.836054199369471,0.805843549623434,0.862366947545913,"dateset1"
"46",60.1096774193548,0.836287200543421,0.806010963805583,0.862643425699419,"dateset1"
"47",61.1096774193548,0.836519935325083,0.80617167802016,0.862924425678818,"dateset1"
"48",62.1096774193548,0.836752403834977,0.806325768644517,0.86320987381617,"dateset1"
"49",63.1096774193548,0.83698460619412,0.806473314459679,0.863499694066852,"dateset1"
"50",64.1096774193548,0.83721654252402,0.80661439647348,0.863793808186146,"dateset1"
"51",65.1096774193548,0.837448212946675,0.806749097742078,0.86409213590747,"dateset1"
"52",66.1096774193548,0.837679617584575,0.806877503190782,0.864394595121275,"dateset1"
"53",67.1096774193548,0.837910756560692,0.806999699435093,0.864701102053751,"dateset1"
"54",68.1096774193548,0.838141629998487,0.807115774602812,0.865011571444446,"dateset1"
"55",69.1096774193548,0.838372238021904,0.807225818158025,0.865325916722024,"dateset1"
"56",70.1096774193548,0.838602580755369,0.807329920727709,0.865644050177391,"dateset1"
"57",71.1096774193548,0.838832658323788,0.807428173931655,0.86596588313352,"dateset1"
"58",72.1096774193548,0.839062470852548,0.807520670216327,0.866291326111319,"dateset1"
"59",73.1096774193548,0.839292018467509,0.807607502693235,0.866620288991009,"dateset1"
"60",74.1096774193548,0.839521301295011,0.807688764982316,0.866952681168476,"dateset1"
"61",75.1096774193548,0.839750319461866,0.807764551060751,0.8672884117062,"dateset1"
"62",76.1096774193548,0.839979073095356,0.807834955117613,0.867627389478346,"dateset1"
"63",77.1096774193548,0.840207562323237,0.807900071414639,0.867969523309739,"dateset1"
"64",78.1096774193548,0.840435787273732,0.80795999415338,0.868314722108449,"dateset1"
"65",79.1096774193548,0.840663748075533,0.808014817348936,0.868662894991814,"dateset1"
"66",80.1096774193548,0.840891444857794,0.808064634710394,0.869013951405734,"dateset1"
"67",81.1096774193548,0.841118877750136,0.808109539528082,0.86936780123717,"dateset1"
"68",82.1096774193548,0.841346046882641,0.808149624567658,0.869724354919804,"dateset1"
"69",83.1096774193548,0.841572952385854,0.808184981971043,0.870083523532844,"dateset1"
"70",84.1096774193548,0.841799594390774,0.808215703164156,0.870445218893052,"dateset1"
"71",85.1096774193548,0.842025973028863,0.808241878771358,0.870809353640036,"dateset1"
"72",86.1096774193548,0.842252088432034,0.808263598536512,0.871175841314946,"dateset1"
"73",87.1096774193548,0.842477940732657,0.808280951250503,0.871544596432707,"dateset1"
"74",88.1096774193548,0.842703530063553,0.808294024685061,0.871915534547946,"dateset1"
"75",89.1096774193548,0.842928856557995,0.808302905532697,0.872288572314807,"dateset1"
"76",90.1096774193548,0.843153920349703,0.808307679352545,0.872663627540867,"dateset1"
"77",91.1096774193548,0.843378721572846,0.808308430521903,0.873040619235348,"dateset1"
"78",92.1096774193548,0.84360326036204,0.80830524219322,0.873419467651882,"dateset1"
"79",93.1096774193548,0.843827536852342,0.808298196256312,0.87380009432606,"dateset1"
"80",94.1096774193548,0.844051551179255,0.808287373305546,0.874182422107997,"dateset1"
"81",95.1096774193548,0.84427530347872,0.808272852611745,0.874566375190192,"dateset1"
"82",96.1096774193548,0.844498793887119,0.808254712098564,0.874951879130907,"dateset1"
"83",97.1096774193548,0.844722022541272,0.808233028323086,0.875338860873334,"dateset1"
"84",98.1096774193548,0.844944989578434,0.808207876460378,0.875727248760798,"dateset1"
"85",99.1096774193548,0.845167695136295,0.808179330291774,0.876116972548242,"dateset1"
"86",100.109677419355,0.845390139352978,0.808147462196629,0.876507963410229,"dateset1"
"87",101.109677419355,0.845612322367035,0.808112343147315,0.876900153945715,"dateset1"
"88",102.109677419355,0.845834244317452,0.808074042707222,0.877293478179813,"dateset1"
"89",103.109677419355,0.846055905343638,0.808032629031547,0.877687871562771,"dateset1"
"90",104.109677419355,0.846277305585432,0.807988168870647,0.878083270966383,"dateset1"
