Order,ID_code,Country,Agency,Gear,Area,Long_deg,Long_min,Hemisphere,Lat_deg,Lat_min,Set_no,Month,Day,Year,Day_no,Dir_of_fish_movement,Species,Length_TSFT_mm,Whole_body_weight_grams,Scale_no,Freshwater_age,Ocean_age,Age_method,Sex,Egg_Testis_width_mm,Maturity,Stomach_volume,Fish,Squid,Mollusc,Crustaceans,Amphipod,Copepod,Euphausid,Decapod,Mysids,Unidentified,Digested,Bait,Injury,Exam_location
3680,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,419,850,,,,,Female,,,Medium,,,,,,1,,,,,,,,Vessel_fresh
3681,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,442,970,,,,,Female,,,Medium,,,,,,1,,,,,,,,Vessel_fresh
3682,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,412,870,,,,,Female,,,Full,,,,,,1,,,,,,,,Vessel_fresh
3683,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,453,1030,,,,,Male,,,Medium,,,,,,1,,,,,,,,Vessel_fresh
3684,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,403,735,,,,,Female,,,Medium,,,,,,1,,,,,,,,Vessel_fresh
3685,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,427,960,,,,,Male,,,Medium,,,,,,,,,,,1,,,Vessel_fresh
3686,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,444,990,,,,,Female,,,Trace,,,,,,,,,,,1,,,Vessel_fresh
3687,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,441,1130,,,,,Female,,,Full,,,,,,1,,,,,,,,Vessel_fresh
3688,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,418,830,,,,,Male,,,Medium,,,,,,1,,,,,,,,Vessel_fresh
3689,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,394,730,,,,,Female,,,Medium,,,,,,1,,,,,,,,Vessel_fresh
3690,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,453,1000,,,,,Female,,,Medium,,,,,,1,,,,,,,,Vessel_fresh
3691,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,458,1010,,,,,Male,,,Distended,,,,,,1,,,,,,,,Vessel_fresh
3692,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,463,990,,,,,Female,,,Medium,,,,,,1,,,,,,,,Vessel_fresh
3693,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,425,960,,,,,Female,,,Full,,,,,,1,,,,,,,,Vessel_fresh
3694,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,448,990,,,,,Male,,,Full,,,,,,1,,,,,,,,Vessel_fresh
3695,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,448,1000,,,,,Female,,,Medium,,,,,,1,,,,,,,,Vessel_fresh
3696,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,389,510,,,,,Male,,,Medium,,,,,,1,,,,,,,,Vessel_fresh
3697,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,436,920,,,,,Female,,,Trace,,,,,,,,,,,1,,,Vessel_fresh
3698,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,457,1010,,,,,Male,,,Full,,,,,,,,,,,1,,,Vessel_fresh
3699,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,468,1105,,,,,Male,,,Full,,,,,,,,,,,1,,,Vessel_fresh
3700,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,377,540,,,,,Male,,,Empty,,,,,,,,,,,,,,Vessel_fresh
3701,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,400,735,,,,,Female,,,Full,,,,,,1,,,,,,,,Vessel_fresh
3702,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,433,830,,,,,Male,,,Full,,,,,,1,,,,,,,,Vessel_fresh
3703,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,432,950,,,,,Female,,,Empty,,,,,,,,,,,,,,Vessel_fresh
3704,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Chum,443,1000,,,,,Female,,,Empty,,,,,,,,,,,,,,Vessel_fresh
3705,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,446,1080,,,,,Male,,,Medium,,,,,,1,,,,,,,,Vessel_fresh
3706,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,452,970,,,,,Female,,,Medium,,,,,,1,,,,,,,,Vessel_fresh
3707,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,438,850,,,,,Female,,,Trace,,,,,,,,,,,1,,,Vessel_fresh
3708,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,438,1010,,,,,Female,,,Medium,,,,,,1,,,,,,,,Vessel_fresh
3709,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,421,740,,,,,Female,,,Full,,,,,,,,,,,1,,,Vessel_fresh
3710,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,458,950,,,,,Male,,,Medium,,,,,,1,,,,,,,,Vessel_fresh
3711,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,461,1060,,,,,Female,,,Distended,,,,,,1,,,,,,,,Vessel_fresh
3712,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,408,720,,,,,Female,,,Full,,,,,,1,,,,,,,,Vessel_fresh
3713,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,412,720,,,,,Male,,,Full,,,,,,1,,,,,,,,Vessel_fresh
3714,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,432,910,,,,,Female,,,Medium,,,,,,1,,,,,,,,Vessel_fresh
3715,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,436,900,,,,,Male,,,Full,,,,,,1,,,,,,,,Vessel_fresh
3716,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,467,1070,,,,,Male,,,Full,,,,,,1,,,,,,,,Vessel_fresh
3717,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,406,790,,,,,Male,,,Medium,,,,,,1,,,,,,,,Vessel_fresh
3718,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,450,990,,,,,Male,,,Full,,,,,,1,,,,,,,,Vessel_fresh
3719,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,438,880,,,,,Female,,,Empty,,,,,,,,,,,,,,Vessel_fresh
3720,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,456,1040,,,,,Female,,,Full,,,,,,1,,,,,,,,Vessel_fresh
3721,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,428,900,,,,,Female,,,Trace,,,,,,,,,,,1,,,Vessel_fresh
3722,1988FRIN024,USA,FRI,Purse-seine,E5544,158,20,E,44,53,N024,6,23,1988,175,Round_haul,Pink,452,910,,,,,Male,,,Medium,,,,,,1,,,,,,,,Vessel_fresh
3723,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,440,1300,A01,,2,Scale,Female,,,Medium,,,,,,,,,,,,,,Vessel_fresh
3724,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,423,1000,A02,,2,Scale,Female,,,Medium,,,,,,,,,,,,,,Vessel_fresh
3725,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,451,1160,A03,,2,Scale,Male,,,Medium,,,,,,,,,,,,,,Vessel_fresh
3726,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,452,1050,A04,,2,Scale,Male,,,Full,,,,,,,,,,,,,,Vessel_fresh
3727,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,433,1010,A05,,2,Scale,Female,,,Full,,,,,,,,,,,,,,Vessel_fresh
3728,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,437,1010,A06,,2,Scale,Male,,,Full,,,,,,,,,,,,,,Vessel_fresh
3729,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,460,1320,A07,,2,Scale,Male,,,Full,,,,,,,,,,,,,,Vessel_fresh
3730,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,470,1310,A08,,2,Scale,Male,,,Medium,,,,,,,,,,,,,,Vessel_fresh
3731,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,430,1160,A09,,2,Scale,Female,,,Distended,,,,,,,,,,,,,,Vessel_fresh
3732,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,448,1230,A10,,2,Scale,Male,,,Distended,,,,,,,,,,,,,,Vessel_fresh
3733,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,463,1210,A11,,,,Male,,,Distended,,1,,,,,,,,,,,,Vessel_fresh
3734,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,442,1270,A12,,2,Scale,Male,,,Medium,,1,,,,,,,,,,,,Vessel_fresh
3735,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,416,1060,A13,,2,Scale,Female,,,Medium,,,,,,,,,,,,,,Vessel_fresh
3736,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,392,820,A14,,2,Scale,Female,,,Medium,,,,,,,,,,,,,,Vessel_fresh
3737,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,420,1020,A15,,2,Scale,Female,,,Full,,1,,,,,,,,,,,,Vessel_fresh
3738,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,434,1050,A16,,2,Scale,Male,,,Full,,1,,,,,,,,,,,,Vessel_fresh
3739,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,442,1070,A17,,2,Scale,Male,,,Full,,,,,,,,,,,,,,Vessel_fresh
3740,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,430,960,A18,,2,Scale,Male,,,Medium,,,,,,,,,,,,,,Vessel_fresh
3741,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,445,1070,A19,,2,Scale,Female,,,Full,,,,,,,,,,,,,,Vessel_fresh
3742,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,405,785,A20,,1,Scale,Male,,,Full,1,,,,,,,,,,,,,Vessel_fresh
3743,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,445,1330,A21,,2,Scale,Male,,,Full,,,,,,,,,,,,,,Vessel_fresh
3744,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,416,1070,A22,,2,Scale,Male,,,Full,,,,,,,,,,,,,,Vessel_fresh
3745,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,425,1085,A23,,2,Scale,Female,,,Full,,,,,,,,,,,,,,Vessel_fresh
3746,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,460,1025,A24,,2,Scale,Female,,,Medium,,,,,,,,,,,,,,Vessel_fresh
3747,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,470,1200,A25,,2,Scale,Male,,,Distended,1,,,,,,,,,,,,,Vessel_fresh
3748,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,428,860,A26,,2,Scale,Male,,,Medium,1,,,,,,,,,,,,,Vessel_fresh
3749,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,423,850,A27,,2,Scale,Female,,,Full,,,,,,,,,,,,,,Vessel_fresh
3750,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,500,1605,A28,,3,Scale,Female,,,Full,,,,,,,,,,,,,,Vessel_fresh
3751,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,425,850,A29,,2,Scale,Female,,,Full,,,,,,,,,,,,,,Vessel_fresh
3752,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,393,900,A30,,2,Scale,Male,,,Full,,,,,,,,,,,,,,Vessel_fresh
3753,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,482,1180,B01,,3,Scale,Female,,,Full,,,,,,,,,,,,,,Vessel_fresh
3754,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,438,1000,B02,,2,Scale,Male,,,Distended,1,,,,,,,,,,,,,Vessel_fresh
3755,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,444,1070,B03,,2,Scale,Male,,,Full,,,,,,,,,,,,,,Vessel_fresh
3756,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chinook,592,2470,B04,2,2,Scale,Male,,,Medium,,,,,,,,,,,,,,Vessel_fresh
3757,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,442,1000,B05,,2,Scale,Male,,,Full,,,,,,,,,,,,,,Vessel_fresh
3758,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,440,1020,B06,,2,Scale,Male,,,Full,,,,,,,,,,,,,,Vessel_fresh
3759,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,470,1270,B07,,2,Scale,Female,,,Full,,,,,,,,,,,,,,Vessel_fresh
3760,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,450,1120,B08,,2,Scale,Male,,,Full,,,,,,,,,,,,,,Vessel_fresh
3761,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,475,1350,B09,,2,Scale,Male,,,Full,,,,,,,,,,,,,,Vessel_fresh
3762,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,490,1350,B10,,2,Scale,Female,,,Full,,,,,,,,,,,,,,Vessel_fresh
3763,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,446,1090,B11,,2,Scale,Female,,,Full,,,,,,,,,,,,,,Vessel_fresh
3764,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,425,995,B12,,2,Scale,Male,,,Full,,,,,,,,,,,,,,Vessel_fresh
3765,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,420,1000,B13,,2,Scale,Female,,,Full,,,,,,,,,,,,,,Vessel_fresh
3766,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,438,1020,B14,,2,Scale,Male,,,Full,,,,,,,,,,,,,,Vessel_fresh
3767,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,432,1030,B15,,2,Scale,Female,,,Medium,,,,,,,,,,,,,,Vessel_fresh
3768,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,415,850,B16,,2,Scale,Male,,,Full,,,,,,,,,,,,,,Vessel_fresh
3769,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,436,1040,B17,,2,Scale,Female,,,Full,,,,,,,,,,,,,,Vessel_fresh
3770,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,431,940,B18,,2,Scale,Male,,,Full,,,,,,,,,,,,,,Vessel_fresh
3771,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,432,1020,B19,,2,Scale,Female,,,Medium,,,,,,,,,,,,,,Vessel_fresh
3772,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,440,1060,B20,,2,Scale,Male,,,Full,,,,,,,,,,,,,,Vessel_fresh
3773,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,410,810,B21,,2,Scale,Female,,,Full,,,,,,,,,,,,,,Vessel_fresh
3774,1988FRIN034,USA,FRI,Purse-seine,E6544,165,34,E,44,59,N034,7,4,1988,186,Round_haul,Chum,320,360,,,,,Male,,,Medium,,,,,,,,,,,,,,Vessel_fresh
3775,1989FRIN001,USA,FRI,Purse-seine,E6542,168,4,E,42,12,N001,4,16,1989,107,Round_haul,Pink,345,380,,,,,Male,,,,,,,,,,,,,,,,,Vessel_fresh
3776,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,355,480,,,,,Male,,,,,,,,,,,,,,,,,Vessel_fresh
3777,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,430,860,,,,,Female,,,,,,,,,,,,,,,,,Vessel_fresh
3778,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,380,480,,,,,Male,,,,,,,,,,,,,,,,,Vessel_fresh
3779,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,340,460,,,,,Female,,,,,,,,,,,,,,,,,Vessel_fresh
3780,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,340,440,,,,,Female,,,,,,,,,,,,,,,,,Vessel_fresh
3781,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,355,450,,,,,Male,,,,,,,,,,,,,,,,,Vessel_fresh
3782,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,340,420,,,,,Female,,,,,,,,,,,,,,,,,Vessel_fresh
3783,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,355,470,,,,,Male,,,,,,,,,,,,,,,,,Vessel_fresh
3784,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,355,430,,,,,Male,,,,,,,,,,,,,,,,,Vessel_fresh
3785,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,360,440,,,,,Male,,,,,,,,,,,,,,,,,Vessel_fresh
3786,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,340,380,,,,,Female,,,,,,,,,,,,,,,,,Vessel_fresh
3787,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,380,580,,,,,Female,,,,,,,,,,,,,,,,,Vessel_fresh
3788,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,350,450,,,,,Male,,,,,,,,,,,,,,,,,Vessel_fresh
3789,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,340,400,,,,,Male,,,,,,,,,,,,,,,,,Vessel_fresh
3790,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,345,420,,,,,Male,,,,,,,,,,,,,,,,,Vessel_fresh
3791,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,380,560,,,,,Male,,,,,,,,,,,,,,,,,Vessel_fresh
3792,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,340,400,,,,,Female,,,,,,,,,,,,,,,,,Vessel_fresh
3793,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,375,510,,,,,Female,,,,,,,,,,,,,,,,,Vessel_fresh
3794,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,365,530,,,,,Male,,,,,,,,,,,,,,,,,Vessel_fresh
3795,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,400,620,,,,,Male,,,,,,,,,,,,,,,,,Vessel_fresh
3796,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,380,600,,,,,Female,,,,,,,,,,,,,,,,,Vessel_fresh
3797,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,335,360,,,,,Male,,,,,,,,,,,,,,,,,Vessel_fresh
3798,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,375,500,,,,,Male,,,,,,,,,,,,,,,,,Vessel_fresh
3799,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,370,500,,,,,Male,,,,,,,,,,,,,,,,,Vessel_fresh
3800,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,390,540,,,,,Female,,,,,,,,,,,,,,,,,Vessel_fresh
3801,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,350,410,,,,,Female,,,,,,,,,,,,,,,,,Vessel_fresh
3802,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,390,610,,,,,Female,,,,,,,,,,,,,,,,,Vessel_fresh
3803,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Pink,345,450,,,,,Male,,,,,,,,,,,,,,,,,Vessel_fresh
3804,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Chum,480,1220,,,,,Female,,,,,,,,,,,,,,,,,Vessel_fresh
3805,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Chum,455,1160,,,,,Female,,,,,,,,,,,,,,,,,Vessel_fresh
3806,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Chum,555,1650,,,,,Female,,,,,,,,,,,,,,,,,Vessel_fresh
3807,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Chum,480,1200,,,,,Male,,,,,,,,,,,,,,,,,Vessel_fresh
3808,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Chum,510,1350,,,,,Male,,,,,,,,,,,,,,,,,Vessel_fresh
3809,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Chum,460,1120,,,,,Male,,,,,,,,,,,,,,,,,Vessel_fresh
3810,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Chum,460,1020,,,,,Male,,,,,,,,,,,,,,,,,Vessel_fresh
3811,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Chum,480,1240,,,,,Male,,,,,,,,,,,,,,,,,Vessel_fresh
3812,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Chum,460,1000,,,,,Female,,,,,,,,,,,,,,,,,Vessel_fresh
3813,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Chum,400,760,,,,,Male,,,,,,,,,,,,,,,,,Vessel_fresh
3814,1989FRIN002,USA,FRI,Purse-seine,E6542,169,57,E,43,0,N002,4,17,1989,108,Round_haul,Chum,490,1240,,,,,Male,,,,,,,,,,,,,,,,,Vessel_fresh
