"","x","y","ymin","ymax"
"1",40.6235294117647,0.850980392156863,0.779618770209748,0.922342014103978
"2",205.43661971831,0.873239436619718,0.806224918237175,0.940253955002262
"3",643,0.975609756097561,0.945609756097561,1.00560975609756
"4",745.4375,0.875,0.806686994893603,0.943313005106397
"5",926.333333333333,0.95,0.9,1
